Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Datos de Vedas y prohibiciones especiales - 2015";"<p>Listado de las disposiciones específicas para vedas y prohibiciones especiales de Castilla y León en el año 2015.</p>
<p>Puede consultar el listado de cotos de pesca, escenarios deportivo-sociales, aguas en régimen especial y refugios de pesca de la Comunidad de Castilla y León con sus correspondientes planes de pesca en el conjunto de datos <a href='https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/tramos-pesca/1284845540834' title='' >Tramos con Planes de Pesca</a>";"Pesca, medio ambiente, cotos, vedas, prohibiciones, especiales, reglamentación, disposiciones";"20150304";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1144330344081/_/_/_";1284392894300;20190207;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/datos_vedados/1284392894300";
"Registro de desfibriladores externos semiautomáticos (DESA) en espacios físicos";"<p>Relación de desfibriladores externos semiautomáticos (DESA) en espacios físicos de Castilla y León indicando su número de serie, empresa y dirección completa</p>";"Desfibriladores, automáticos, espacios físicos, DESA, DESE";"20180301";;"Diaria";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, XML";"https://www.saludcastillayleon.es/empresas/es/rd/registro-desfibriladores";1284786686472;20190118;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/desfibriladores_espacios_fisicos/1284786686472";
"Registro de desfibriladores externos semiautomáticos (DESA) en vehículos de transporte NO sanitario";"<p>Relación de desfibriladores externos semiautomáticos (DESA) en vehículos de transporte NO sanitario de Castilla y León indicando su número de serie, empresa, provincia y localidad.</p>";"Desfibriladores, automáticos, vehículos, DESA, DESE";"20180301";;"Diaria";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, XML";"https://www.saludcastillayleon.es/empresas/es/rd/registro-desfibriladores";1284787912497;20190118;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/desfibriladores_vehiculos/1284787912497";
"Emisoras F.M Municipales en Castilla y León";"Listado de Emisoras municipales en Castilla y León.";"emisoras, municipales, FM";"20190118";;"Puntual";"ciencia-tecnologia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://comunidaddigital.jcyl.es/web/jcyl/ComunidadDigital/es/Plantilla100/1284252884082/_/_/_";1284843873946;20190118;"https://datosabiertos.jcyl.es/web/jcyl/set/es/ciencia-tecnologia/emisoras-municipales-fm/1284843873946";
"Emisoras F.M de titularidad privada que cuentan con licencia en Castilla y León";"Listado de Emisoras F.M de titularidad privada que cuentan con licencia en Castilla y León.";"emisoras, FM, titularidad privada, licencia";"20190118";;"Puntual";"ciencia-tecnologia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://comunidaddigital.jcyl.es/web/jcyl/ComunidadDigital/es/Plantilla100/1284252884082/_/_/_";1284843864772;20190118;"https://datosabiertos.jcyl.es/web/jcyl/set/es/ciencia-tecnologia/emisoras-fm-titularidad-privada/1284843864772";
"Empresas Adheridas al Sistema Arbitral de Consumo";"<p>Censo de empresas o profesionales adheridas al Sistema Arbitral de Consumo de Castilla y León.</p>";"censo, directorio, empresas, sistema arbitral, consumo";"20181220";;"Puntual";"comercio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://consumo.jcyl.es/web/jcyl/Consumo/es/Plantilla100/1284786685106/_/_/_";1284840259386;20181220;"https://datosabiertos.jcyl.es/web/jcyl/set/es/comercio/empresas-sistema-arbitral-consumo/1284840259386";
"Registro de Empresas de Inserción Laboral";"<p>Registro administrativo de empresas de inserción laboral de Castilla y León.</p>";"empresas, inserción laboral, registro, economía social";"20181220";;"Puntual";"economia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://empresas.jcyl.es/web/jcyl/Empresas/es/Plantilla100/1284248600547/_/_/_";1284839961366;20190104;"https://datosabiertos.jcyl.es/web/jcyl/set/es/economia/empresas-insercion-laboral/1284839961366";
"Encargos a medios propios";"<p>Encargos a medios propios de la Junta de Castilla y León. Se muestran todos (incluyendo las actualmente caducadas) con indicación de su objeto, presupuesto, duración y obligaciones económicas.</p>";"encargos, medios propios, encomiendas";"20190201";;"Puntual";"sector-publico, hacienda";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485260024/_/_/_";1284846653415;20190201;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/encargos-medios-propios/1284846653415";
"Enfermedades de Declaración Obligatoria. Casos y tasas por provincia";"<p>El Sistema de Enfermedades de Declaración Obligatoria es un sistema básico de la Red de Vigilancia Epidemiológica de Castilla y León que está orientado a la detección y control en tiempo oportuno de los casos de aquellas enfermedades transmisibles que, por su potencial epidémico, represente un riesgo para la salud de la población. Se regula por:</p>
<span class=""spancenter""><a href='http://bocyl.jcyl.es/boletines/2007/01/08/pdf/BOCYL-D-08012007-1.pdf'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/pdf.png'/> Orden SAN/2128/2006, de 27 de diciembre kbytes </a></span>";"salud pública, enfermedades, declaración obligatoria, casos, tasas, provincias";"20181221";;"Anual";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.saludcastillayleon.es/profesionales/es/informacion-epidemiologica/enfermedades-declaracion-obligatoria/enfermedades-declaracion-obligatoria-informes-epidemiologic";1284839794579;20181221;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/enfermedades-declaracion-obligatoria-casos/1284839794579";
"Enfermedades de Declaración Obligatoria. Casos por grupo de edad";"<p>El Sistema de Enfermedades de Declaración Obligatoria es un sistema básico de la Red de Vigilancia Epidemiológica de Castilla y León que está orientado a la detección y control en tiempo oportuno de los casos de aquellas enfermedades transmisibles que, por su potencial epidémico, represente un riesgo para la salud de la población. Se regula por:</p>
<a href='http://bocyl.jcyl.es/boletines/2007/01/08/pdf/BOCYL-D-08012007-1.pdf'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/pdf.png'/> Orden SAN/2128/2006, de 27 de diciembre kbytes </a>
<p><strong>Nota aclaratoria</strong>: Puede haber diferencias entre el número de casos de enfermedades por grupo de edad y el número de casos y tasas por provincia ya que, o bien en algunos casos concretos no se conoce la edad, o bien se trata de enfermedades de declaración numérica para las que no se recogen datos nominales.</p>";"salud pública, enfermedades, declaración obligatoria, grupos, edad";"20181221";;"Anual";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.saludcastillayleon.es/profesionales/es/informacion-epidemiologica/enfermedades-declaracion-obligatoria/enfermedades-declaracion-obligatoria-informes-epidemiologic";1284840220678;20181221;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/enfermedades-declaracion-obligatoria-edad/1284840220678";
"Registro de entidades de promoción y recreación deportiva";"<p>Relación de entidades de promoción y recreación deportiva de Castilla y León</p>";"deporte, entidades de promoción y recreación deportiva";"20181217";;"24 horas de lunes a viernes";"deporte";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://deporte.jcyl.es/web/jcyl/Deporte/es/Plantilla100/1284415419231/_/_/_";1284839616895;20181217;"https://datosabiertos.jcyl.es/web/jcyl/set/es/deporte/entidades-promocion-deportiva/1284839616895";
"Red de Estaciones GNSS de Castilla y León";"<p>La Red GNSS es un servicio público libre y gratuito de posicionamiento de alta precisión con receptores GNSS (Sistemas de Navegación por Satélite) dentro del territorio de Castilla y León en datum ETRS89.</p>
<p>El sistema proporciona correcciones de código y fase para los sistemas de navegación GPS y GLONASS, tanto <strong>en tiempo real</strong> (corrección RTK DGPS, a través del estándar <strong>RTCM</strong>), como <strong>en postproceso</strong> a través de ficheros <strong>RINEX</strong>.</p>";"Red GNSS, RINEX, RTCM, navegación por satélite, GPS, GLONASS";"20180605";;"Continua";"medio-rural-pesca";"Instituto Tecnológico Agrario (ITA)";"Castilla y León";"CC-BY";"RINEX";"http://gnss.itacyl.es/";1284807627392;20180620;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/estaciones-gnss/1284807627392";
"Estadística de la Junta Arbitral de Consumo de Castilla y León";"<p>Datos estadísticos de solicitudes a la Junta Arbitral de Consumo de Castilla y León.</p>";"estadística, junta arbitral, consumo";"20181220";;"Anual";"comercio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://consumo.jcyl.es/web/jcyl/Consumo/es/Plantilla100/1284786685106/_/_/_";1284840261656;20181220;"https://datosabiertos.jcyl.es/web/jcyl/set/es/comercio/estadistica-junta-arbitral-consumo/1284840261656";
"Catálogo de Estudios No Universitarios (2017/2018)";"<p>Estudios correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2017/2018</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2017, 2018";"20170905";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284749562182;20180625;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/estudios-no-universitarios-17-18/1284749562182";
"Catálogo de Estudios No Universitarios (2018/2019)";"<p>Estudios correspondientes a enseñanzas no Universitarias vigentes en el curso académico 2018/2019</p>";"educación, sistema educativo, plan de estudios, primaria, infantil, secundaria, formación profesional, enseñanzas artísticas, idiomas, enseñanzas deportivas, enseñanzas de adultos, estudios, etapas, cursos, asignaturas, módulos, ámbitos, áreas, 2018, 2019";"20180702";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.educa.jcyl.es/es/informacion/sistema-educativo";1284812967427;20180702;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/estudios-no-universitarios-18-19/1284812967427";
"Evolución de Egresados en las Universidades";"<p>Evolución de Egresados en las Universidades Públicas y Privadas de Castilla y León. Datos desde el curso 2002-2003.</p>";"estadistica, egresados, universidades";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771921147;20180116;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/egresados-universidades/1284771921147";
"Evolución matriculados Másteres en las Universidades";"<p>Evolución de Matriculados en Máster en las Universidades de Castilla y León. Datos desde el curso 2006-2007.</p>";"estadistica, matriculados, masteres, universidades";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771927272;20180123;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-masteres/1284771927272";
"Evolución matriculados por titulación y campus";"<p>Evolución de Matriculados en las Universidades Públicas de Castilla y León desagregado por tipo de titulación y campus. Datos desde el año 2006.</p>";"estadistica, matriculados, titulación, campus, universidades";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771928866;20180123;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-titulacion-campus/1284771928866";
"Evolución matriculados Universidades Privadas";"<p>Evolución de matriculados de las Universidades Privadas de Castilla y León. Datos desde el curso 2002-2003.</p>";"estadistica, matriculados, universidades, privadas";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771925406;20180116;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-universidades-privadas/1284771925406";
"Evolución matriculados Universidades Públicas";"<p>Evolución de Matriculados en las Universidades Públicas de Castilla y León. Datos desde el curso 1995-1996.</p>";"estadistica, matriculados, universidades, publicas";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771925102;20180116;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/matriculados-universidades-publicas/1284771925102";
"Evolución PDI y PAS en las Universidades Públicas";"<p>Evolución del PDI y PAS en las Universidades Públicas de Castilla y León. Datos desde el año 2006.</p>";"estadistica, pdi, pas, universidades";"20171220";;"Anual";"educacion";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"www.educa.jcyl.es/universidad/es/estadistica-universitaria-castilla-leon";1284771928013;20180123;"https://datosabiertos.jcyl.es/web/jcyl/set/es/educacion/pdi-pas/1284771928013";
"Registro de establecimientos farmacéuticos de Castilla y León";"<p>Información sobre denominación y ubicación de las oficinas de farmacia autorizadas en Castilla y León.</p>";"farmacias, dispensación de medicamentos";"20181129";;"Continua";"salud";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, XML";"https://www.saludcastillayleon.es/empresas/es/centros-servicios-establecimientos-sanitarios/registro-establecimientos-farmaceuticos, https://www.aemps.gob.es/industria/distribucion_medicamentos/comprobacion-proveedores-clientes/home.htm";1284836078933;20181129;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/farmacias/1284836078933";
"Registro de federaciones deportivas";"<p>Relación de federaciones deportivas de Castilla y León</p>";"deporte, federaciones deportivas";"20181217";;"24 horas de lunes a viernes";"deporte";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://deporte.jcyl.es/web/jcyl/Deporte/es/Plantilla100/1284415419231/_/_/_";1284839617188;20181217;"https://datosabiertos.jcyl.es/web/jcyl/set/es/deporte/federaciones-deportivas/1284839617188";
"Registro de guías de turismo";"<p>Relación de guías de turismo de Castilla y León</p>";"Turismo, guías de turismo";"20180608";;"24 horas de lunes a viernes";"turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"http://www.turismocastillayleon.com/";1284808423791;20180608;"https://datosabiertos.jcyl.es/web/jcyl/set/es/turismo/guias-turismo/1284808423791";
